消息序号,采集时间,NR DU小区标识,下行RLC总吞吐率(bps),上行RLC总吞吐率(bps),下行MAC总吞吐率(bps),上行MAC总吞吐率(bps),运营商索引
14933,2023-03-21 02:20:58 (546),1,696,1288,4640,374280,0
14934,2023-03-21 02:20:59 (546),1,696,696,3512,384264,0
14935,2023-03-21 02:21:00 (546),1,696,696,3512,336192,0
14936,2023-03-21 02:21:01 (546),1,696,696,3512,310272,0
14937,2023-03-21 02:21:02 (546),1,696,696,3512,323808,0
14938,2023-03-21 02:21:03 (547),1,696,696,3512,349200,0
14939,2023-03-21 02:21:04 (546),1,696,696,3160,358608,0
14940,2023-03-21 02:21:05 (546),1,696,696,3512,310536,0
14941,2023-03-21 02:21:06 (546),1,696,696,3160,310272,0
14942,2023-03-21 02:21:07 (546),1,0,0,552,317592,0
14943,2023-03-21 02:21:08 (547),1,696,696,3160,332952,0
14944,2023-03-21 02:21:09 (546),1,696,696,3512,332688,0
14945,2023-03-21 02:21:10 (546),1,696,696,3512,327048,0
14946,2023-03-21 02:21:11 (546),1,696,696,3512,316752,0
14947,2023-03-21 02:21:12 (546),1,696,696,3512,307296,0
14948,2023-03-21 02:21:13 (546),1,696,696,3512,297576,0
14949,2023-03-21 02:21:14 (547),1,696,696,3512,288432,0
14950,2023-03-21 02:21:15 (546),1,696,696,3512,278400,0
14951,2023-03-21 02:21:16 (546),1,696,696,3160,268680,0
14952,2023-03-21 02:21:17 (546),1,696,696,3512,258959,0
14953,2023-03-21 02:21:18 (546),1,696,696,3512,250080,0
14954,2023-03-21 02:21:19 (546),1,696,696,3160,239784,0
14955,2023-03-21 02:21:20 (546),1,696,696,3512,230328,0
14956,2023-03-21 02:21:21 (546),1,696,696,3512,220608,0
14957,2023-03-21 02:21:22 (546),1,696,696,3160,210888,0
14958,2023-03-21 02:21:23 (546),1,696,696,3160,201432,0
14959,2023-03-21 02:21:24 (546),1,696,696,3512,191712,0
14960,2023-03-21 02:21:25 (547),1,696,696,3512,181992,0
14961,2023-03-21 02:21:26 (547),1,696,696,3512,169296,0
14962,2023-03-21 02:21:27 (546),1,696,696,3512,146880,0
14963,2023-03-21 02:21:28 (547),1,696,696,3160,156600,0
14964,2023-03-21 02:21:29 (546),1,696,696,3160,140664,0
14965,2023-03-21 02:21:30 (546),1,696,696,3512,153360,0
14966,2023-03-21 02:21:31 (546),1,696,696,3512,169296,0
14967,2023-03-21 02:21:32 (547),1,696,696,3160,179016,0
14968,2023-03-21 02:21:33 (546),1,696,696,3160,179592,0
14969,2023-03-21 02:21:34 (547),1,0,0,552,191976,0
14970,2023-03-21 02:21:35 (546),1,696,696,3512,207648,0
14971,2023-03-21 02:21:36 (546),1,696,696,3512,217632,0
14972,2023-03-21 02:21:37 (546),1,696,696,2960,240048,0
14973,2023-03-21 02:21:38 (546),1,696,696,3160,246264,0
14974,2023-03-21 02:21:39 (546),1,696,696,3512,258959,0
14975,2023-03-21 02:21:40 (546),1,696,696,3160,268944,0
14976,2023-03-21 02:21:41 (546),1,696,696,3512,281640,0
14977,2023-03-21 02:21:42 (546),1,696,696,3160,284616,0
14978,2023-03-21 02:21:43 (547),1,696,696,3512,348888,0
14979,2023-03-21 02:21:44 (547),1,696,696,3512,310272,0
14980,2023-03-21 02:21:45 (546),1,696,696,3160,320256,0
14981,2023-03-21 02:21:46 (546),1,696,696,3160,317016,0
14982,2023-03-21 02:21:47 (546),1,696,696,3160,329712,0
14983,2023-03-21 02:21:48 (546),1,696,696,3160,333216,0
14984,2023-03-21 02:21:49 (546),1,696,696,3512,342984,0
14985,2023-03-21 02:21:50 (546),1,696,696,3512,332952,0
14986,2023-03-21 02:21:51 (546),1,696,696,3512,359136,0
14987,2023-03-21 02:21:52 (546),1,696,696,3160,332952,0
14988,2023-03-21 02:21:53 (546),1,696,696,3160,323496,0
14989,2023-03-21 02:21:54 (546),1,696,696,3512,307560,0
14990,2023-03-21 02:21:55 (546),1,696,696,3160,310272,0
14991,2023-03-21 02:21:56 (546),1,696,696,3512,307560,0
14992,2023-03-21 02:21:57 (547),1,696,696,3512,310272,0
14993,2023-03-21 02:21:58 (546),1,696,696,3160,310272,0
14994,2023-03-21 02:21:59 (546),1,696,696,3512,308136,0
14995,2023-03-21 02:22:00 (546),1,0,0,1104,435312,0
14996,2023-03-21 02:22:01 (546),1,696,696,3512,355632,0
14997,2023-03-21 02:22:02 (546),1,696,696,3160,333216,0
14998,2023-03-21 02:22:03 (546),1,696,696,3512,332952,0
14999,2023-03-21 02:22:04 (547),1,696,696,3512,333216,0
15000,2023-03-21 02:22:05 (546),1,696,696,3512,332952,0
15001,2023-03-21 02:22:06 (546),1,696,696,3512,335928,0
15002,2023-03-21 02:22:07 (546),1,696,696,3512,358680,0
15003,2023-03-21 02:22:08 (546),1,696,696,3512,348888,0
15004,2023-03-21 02:22:09 (546),1,696,696,3160,320256,0
15005,2023-03-21 02:22:10 (546),1,696,696,3160,307560,0
15006,2023-03-21 02:22:11 (546),1,696,696,3160,320256,0
15007,2023-03-21 02:22:12 (546),1,696,696,3160,320256,0
15008,2023-03-21 02:22:13 (546),1,696,696,3160,320256,0
15009,2023-03-21 02:22:14 (547),1,696,696,3160,307296,0
15010,2023-03-21 02:22:15 (546),1,696,696,3160,320256,0
15011,2023-03-21 02:22:16 (546),1,696,696,3512,320256,0
15012,2023-03-21 02:22:17 (546),1,696,696,3512,326208,0
15013,2023-03-21 02:22:18 (546),1,696,696,4440,333528,0
15014,2023-03-21 02:22:19 (546),1,696,696,3160,323496,0
15015,2023-03-21 02:22:20 (546),1,696,696,3512,307872,0
15016,2023-03-21 02:22:21 (546),1,696,696,3160,336456,0
15017,2023-03-21 02:22:22 (546),1,696,696,3512,304056,0
15018,2023-03-21 02:22:23 (546),1,696,696,3160,294600,0
15019,2023-03-21 02:22:24 (546),1,696,696,3160,284880,0
15020,2023-03-21 02:22:25 (547),1,696,696,3512,275736,0
15021,2023-03-21 02:22:26 (546),1,0,0,552,288120,0
15022,2023-03-21 02:22:27 (546),1,696,696,3512,281640,0
15023,2023-03-21 02:22:28 (547),1,696,696,3512,271920,0
15024,2023-03-21 02:22:29 (546),1,696,696,3512,262464,0
15025,2023-03-21 02:22:30 (546),1,696,696,3512,252744,0
15026,2023-03-21 02:22:31 (546),1,696,696,3512,243288,0
15027,2023-03-21 02:22:32 (547),1,696,696,3512,233568,0
15028,2023-03-21 02:22:33 (546),1,696,696,3512,262464,0
15029,2023-03-21 02:22:34 (546),1,696,696,3160,214392,0
15030,2023-03-21 02:22:35 (547),1,696,696,3512,204672,0
15031,2023-03-21 02:22:36 (546),1,696,696,3160,194952,0
15032,2023-03-21 02:22:37 (546),1,696,696,3512,185496,0
15033,2023-03-21 02:22:38 (547),1,696,696,3512,175776,0
15034,2023-03-21 02:22:39 (547),1,696,696,4992,172536,0
15035,2023-03-21 02:22:40 (546),1,696,696,3512,169296,0
15036,2023-03-21 02:22:41 (547),1,696,696,3512,175776,0
15037,2023-03-21 02:22:42 (546),1,696,696,3160,182256,0
15038,2023-03-21 02:22:43 (546),1,696,696,3512,182256,0
15039,2023-03-21 02:22:44 (546),1,696,696,3160,194952,0
15040,2023-03-21 02:22:45 (547),1,696,696,3160,340752,0
15041,2023-03-21 02:22:46 (546),1,696,696,3512,198192,0
15042,2023-03-21 02:22:47 (547),1,696,696,3160,198192,0
15043,2023-03-21 02:22:48 (546),1,696,696,3160,207912,0
15044,2023-03-21 02:22:49 (546),1,696,696,3512,220608,0
15045,2023-03-21 02:22:50 (547),1,696,696,3160,236808,0
15046,2023-03-21 02:22:51 (546),1,696,696,3160,233568,0
15047,2023-03-21 02:22:52 (546),1,0,0,552,246840,0
15048,2023-03-21 02:22:53 (546),1,696,696,3512,259224,0
15049,2023-03-21 02:22:54 (546),1,696,696,3160,268680,0
15050,2023-03-21 02:22:55 (546),1,696,696,3160,268680,0
15051,2023-03-21 02:22:56 (546),1,696,696,3512,284880,0
15052,2023-03-21 02:22:57 (547),1,696,696,3512,294336,0
15053,2023-03-21 02:22:58 (546),1,696,696,3160,307296,0
15054,2023-03-21 02:22:59 (546),1,696,696,2960,336264,0
15055,2023-03-21 02:23:00 (546),1,696,696,3512,346224,0
15056,2023-03-21 02:23:01 (547),1,696,696,3160,332952,0
15057,2023-03-21 02:23:02 (546),1,696,696,3512,333216,0
15058,2023-03-21 02:23:03 (546),1,696,696,3512,346224,0
15059,2023-03-21 02:23:04 (546),1,696,696,3160,333216,0
15060,2023-03-21 02:23:05 (546),1,696,696,4064,497304,0
15061,2023-03-21 02:23:06 (546),1,696,696,3160,332952,0
15062,2023-03-21 02:23:07 (546),1,696,696,3160,333216,0
15063,2023-03-21 02:23:08 (546),1,696,696,3160,332952,0
15064,2023-03-21 02:23:09 (546),1,696,696,3160,332952,0
15065,2023-03-21 02:23:10 (546),1,696,696,3160,333216,0
15066,2023-03-21 02:23:11 (546),1,696,696,3160,326472,0
15067,2023-03-21 02:23:12 (546),1,696,696,3512,307560,0
15068,2023-03-21 02:23:13 (547),1,696,696,3160,310536,0
15069,2023-03-21 02:23:14 (546),1,696,696,3160,307296,0
15070,2023-03-21 02:23:15 (546),1,696,696,3512,307560,0
15071,2023-03-21 02:23:16 (546),1,696,696,3160,307296,0
15072,2023-03-21 02:23:17 (547),1,696,696,3512,307872,0
15073,2023-03-21 02:23:18 (546),1,0,0,552,329712,0
15074,2023-03-21 02:23:19 (546),1,696,696,3512,332952,0
15075,2023-03-21 02:23:20 (546),1,696,696,3160,333216,0
15076,2023-03-21 02:23:21 (546),1,696,696,3160,333216,0
15077,2023-03-21 02:23:22 (546),1,696,696,3160,332952,0
15078,2023-03-21 02:23:23 (547),1,696,696,3160,333216,0
15079,2023-03-21 02:23:24 (546),1,696,696,3160,335928,0
15080,2023-03-21 02:23:25 (546),1,696,696,3160,332952,0
15081,2023-03-21 02:23:26 (546),1,696,696,3512,339432,0
15082,2023-03-21 02:23:27 (546),1,696,696,3512,355368,0
15083,2023-03-21 02:23:28 (546),1,696,696,3160,333216,0
15084,2023-03-21 02:23:29 (548),1,696,696,3160,326736,0
15085,2023-03-21 02:23:30 (546),1,696,696,3512,323232,0
15086,2023-03-21 02:23:31 (546),1,696,696,3160,320256,0
15087,2023-03-21 02:23:32 (546),1,696,1232,4640,320256,0
15088,2023-03-21 02:23:33 (547),1,696,1224,4640,329712,0
15089,2023-03-21 02:23:34 (546),1,696,1760,6120,345912,0
15090,2023-03-21 02:23:35 (546),1,696,1768,4992,361848,0
15091,2023-03-21 02:23:36 (546),1,696,1760,6120,377784,0
15092,2023-03-21 02:23:37 (546),1,696,1768,4992,381024,0
15093,2023-03-21 02:23:38 (546),1,696,1760,4992,396960,0
15094,2023-03-21 02:23:39 (546),1,696,1768,4640,412896,0
15095,2023-03-21 02:23:40 (546),1,696,1760,4440,403440,0
15096,2023-03-21 02:23:41 (547),1,696,1768,4992,393720,0
15097,2023-03-21 02:23:42 (546),1,696,1760,4992,384264,0
15098,2023-03-21 02:23:43 (547),1,696,1768,4992,375120,0
15099,2023-03-21 02:23:44 (546),1,0,1064,2032,384000,0
15100,2023-03-21 02:23:45 (546),1,696,1768,4640,381024,0
15101,2023-03-21 02:23:46 (546),1,696,1760,4992,371304,0
15102,2023-03-21 02:23:47 (546),1,696,1768,4992,361584,0
15103,2023-03-21 02:23:48 (546),1,696,1760,6472,377784,0
15104,2023-03-21 02:23:49 (546),1,696,1768,4640,342408,0
15105,2023-03-21 02:23:50 (546),1,696,1760,6120,358608,0
15106,2023-03-21 02:23:51 (547),1,696,1768,4992,335928,0
15107,2023-03-21 02:23:52 (546),1,696,1760,4992,340008,0
15108,2023-03-21 02:23:53 (547),1,696,1768,4992,332952,0
15109,2023-03-21 02:23:54 (546),1,696,1760,6120,345648,0
15110,2023-03-21 02:23:55 (547),1,696,1768,4640,294408,0
15111,2023-03-21 02:23:56 (546),1,696,1760,6472,307872,0
15112,2023-03-21 02:23:57 (547),1,696,1768,6472,294336,0
15113,2023-03-21 02:23:58 (546),1,696,1760,6120,284880,0
15114,2023-03-21 02:23:59 (546),1,696,1768,4640,249576,0
15115,2023-03-21 02:24:00 (546),1,696,1760,4640,246264,0
15116,2023-03-21 02:24:01 (547),1,696,1768,4992,246264,0
15117,2023-03-21 02:24:02 (546),1,696,1760,6472,258959,0
15118,2023-03-21 02:24:03 (546),1,696,1768,4992,258959,0
15119,2023-03-21 02:24:04 (546),1,696,1224,4640,262464,0
15120,2023-03-21 02:24:05 (546),1,696,1240,4992,271920,0
15121,2023-03-21 02:24:06 (546),1,696,696,3160,275160,0
15122,2023-03-21 02:24:07 (546),1,696,696,3512,271920,0
15123,2023-03-21 02:24:08 (546),1,696,696,3160,287856,0
15124,2023-03-21 02:24:09 (546),1,696,696,3368,447960,0
15125,2023-03-21 02:24:10 (546),1,0,0,552,301392,0
15126,2023-03-21 02:24:11 (547),1,696,696,3512,313512,0
15127,2023-03-21 02:24:12 (546),1,696,696,3160,319992,0
15128,2023-03-21 02:24:13 (546),1,696,696,3160,319992,0
15129,2023-03-21 02:24:14 (546),1,696,696,3160,319992,0
15130,2023-03-21 02:24:15 (546),1,696,696,3160,307296,0
15131,2023-03-21 02:24:16 (546),1,696,696,3160,398016,0
15132,2023-03-21 02:24:17 (546),1,696,696,3160,320256,0
15133,2023-03-21 02:24:18 (546),1,696,696,3160,320256,0
15134,2023-03-21 02:24:19 (546),1,696,696,3160,307296,0
15135,2023-03-21 02:24:20 (546),1,696,696,3160,320256,0
15136,2023-03-21 02:24:21 (546),1,696,696,2608,336192,0
15137,2023-03-21 02:24:22 (546),1,696,696,3512,345648,0
15138,2023-03-21 02:24:23 (546),1,696,696,3512,372144,0
15139,2023-03-21 02:24:24 (546),1,696,696,3160,333216,0
15140,2023-03-21 02:24:25 (547),1,696,696,3160,332952,0
15141,2023-03-21 02:24:26 (546),1,696,696,3160,333216,0
15142,2023-03-21 02:24:27 (546),1,696,696,3160,332952,0
15143,2023-03-21 02:24:28 (546),1,696,696,3160,381816,0
15144,2023-03-21 02:24:29 (546),1,696,696,3512,345912,0
15145,2023-03-21 02:24:30 (546),1,696,696,3512,326472,0
15146,2023-03-21 02:24:31 (546),1,696,696,3160,307560,0
15147,2023-03-21 02:24:32 (546),1,696,696,3160,307296,0
15148,2023-03-21 02:24:33 (546),1,696,696,3160,307296,0
15149,2023-03-21 02:24:34 (546),1,696,696,3512,307560,0
15150,2023-03-21 02:24:35 (546),1,696,696,3160,310272,0
15151,2023-03-21 02:24:36 (546),1,696,696,3160,308136,0
15152,2023-03-21 02:24:37 (546),1,0,0,552,326736,0
15153,2023-03-21 02:24:38 (546),1,696,696,3160,332952,0
15154,2023-03-21 02:24:39 (546),1,696,696,3160,332952,0
15155,2023-03-21 02:24:40 (546),1,696,696,3512,332688,0
15156,2023-03-21 02:24:41 (546),1,696,696,3512,332688,0
15157,2023-03-21 02:24:42 (547),1,696,696,3512,332952,0
15158,2023-03-21 02:24:43 (546),1,696,696,3160,332688,0
15159,2023-03-21 02:24:44 (546),1,696,696,3512,336192,0
15160,2023-03-21 02:24:45 (546),1,696,696,3160,332952,0
15161,2023-03-21 02:24:46 (546),1,696,696,3512,335928,0
15162,2023-03-21 02:24:47 (546),1,696,696,3160,326472,0
15163,2023-03-21 02:24:48 (546),1,696,696,3512,316752,0
15164,2023-03-21 02:24:49 (536),1,696,696,3160,307296,0
15165,2023-03-21 02:24:50 (546),1,696,696,3160,297576,0
15166,2023-03-21 02:24:51 (546),1,696,696,3160,287856,0
15167,2023-03-21 02:24:52 (546),1,696,696,3160,275160,0
15168,2023-03-21 02:24:53 (547),1,696,696,3160,252744,0
15169,2023-03-21 02:24:54 (546),1,696,696,3512,243024,0
15170,2023-03-21 02:24:55 (547),1,696,696,3160,233304,0
15171,2023-03-21 02:24:56 (546),1,696,696,3160,223848,0
15172,2023-03-21 02:24:57 (546),1,696,696,3512,214128,0
15173,2023-03-21 02:24:58 (547),1,696,696,3160,204672,0
15174,2023-03-21 02:24:59 (546),1,696,696,3160,198192,0
15175,2023-03-21 02:25:00 (547),1,696,696,3160,185232,0
15176,2023-03-21 02:25:01 (546),1,696,696,3160,175776,0
15177,2023-03-21 02:25:02 (546),1,696,696,2960,166056,0
15178,2023-03-21 02:25:03 (547),1,0,0,552,163392,0
15179,2023-03-21 02:25:04 (546),1,696,696,3512,172536,0
15180,2023-03-21 02:25:05 (546),1,696,696,3512,169296,0
15181,2023-03-21 02:25:06 (547),1,696,696,3160,166056,0
15182,2023-03-21 02:25:07 (546),1,696,696,3160,175776,0
15183,2023-03-21 02:25:08 (546),1,696,696,3160,188472,0
15184,2023-03-21 02:25:09 (547),1,696,696,3160,201432,0
15185,2023-03-21 02:25:10 (547),1,696,696,3160,201432,0
15186,2023-03-21 02:25:11 (546),1,696,696,3160,217368,0
15187,2023-03-21 02:25:12 (546),1,696,696,3160,227088,0
15188,2023-03-21 02:25:13 (546),1,696,696,4064,480408,0
15189,2023-03-21 02:25:14 (547),1,696,696,3512,268680,0
15190,2023-03-21 02:25:15 (547),1,696,696,3512,291360,0
15191,2023-03-21 02:25:16 (546),1,696,696,3512,268680,0
15192,2023-03-21 02:25:17 (546),1,696,696,3160,278400,0
15193,2023-03-21 02:25:18 (547),1,696,696,3160,327000,0
15194,2023-03-21 02:25:19 (546),1,696,696,3160,291096,0
15195,2023-03-21 02:25:20 (546),1,696,696,3160,598320,0
15196,2023-03-21 02:25:21 (546),1,696,696,3512,319992,0
15197,2023-03-21 02:25:22 (546),1,696,696,3160,316752,0
15198,2023-03-21 02:25:23 (546),1,696,696,3512,313776,0
15199,2023-03-21 02:25:24 (546),1,696,696,3160,307032,0
15200,2023-03-21 02:25:25 (547),1,696,696,3160,307296,0
15201,2023-03-21 02:25:26 (547),1,696,696,3512,307296,0
15202,2023-03-21 02:25:27 (546),1,696,696,3512,310272,0
15203,2023-03-21 02:25:28 (547),1,696,696,3160,310536,0
15204,2023-03-21 02:25:29 (546),1,0,0,552,427488,0
15205,2023-03-21 02:25:30 (546),1,696,696,3512,345648,0
15206,2023-03-21 02:25:31 (546),1,696,696,3512,336192,0
15207,2023-03-21 02:25:32 (546),1,696,696,3160,332688,0
15208,2023-03-21 02:25:33 (546),1,696,696,3160,326472,0
15209,2023-03-21 02:25:34 (547),1,696,696,3160,307296,0
15210,2023-03-21 02:25:35 (546),1,696,696,3160,319992,0
15211,2023-03-21 02:25:36 (547),1,696,696,3160,319992,0
15212,2023-03-21 02:25:37 (547),1,696,696,3160,317016,0
15213,2023-03-21 02:25:38 (546),1,696,696,3160,307032,0
15214,2023-03-21 02:25:39 (547),1,696,696,3160,326472,0
15215,2023-03-21 02:25:40 (546),1,696,696,3512,478560,0
15216,2023-03-21 02:25:41 (546),1,696,696,3160,319992,0
15217,2023-03-21 02:25:42 (546),1,696,696,3160,307296,0
15218,2023-03-21 02:25:43 (547),1,696,696,2960,355368,0
15219,2023-03-21 02:25:44 (545),1,696,696,3160,332688,0
15220,2023-03-21 02:25:45 (546),1,696,696,3160,335928,0
15221,2023-03-21 02:25:46 (546),1,696,696,3512,335928,0
15222,2023-03-21 02:25:47 (546),1,696,696,3160,332688,0
15223,2023-03-21 02:25:48 (546),1,696,696,3160,332952,0
15224,2023-03-21 02:25:49 (546),1,696,696,3512,313512,0
15225,2023-03-21 02:25:50 (546),1,696,696,3160,310536,0
15226,2023-03-21 02:25:51 (546),1,696,696,3160,307296,0
15227,2023-03-21 02:25:52 (546),1,696,696,3160,307032,0
15228,2023-03-21 02:25:53 (546),1,696,696,3160,307296,0
15229,2023-03-21 02:25:54 (546),1,696,696,3160,307032,0
15230,2023-03-21 02:25:55 (546),1,0,0,552,314088,0
15231,2023-03-21 02:25:56 (546),1,696,696,3512,336192,0
15232,2023-03-21 02:25:57 (546),1,696,696,3160,332688,0
15233,2023-03-21 02:25:58 (546),1,696,696,3512,329712,0
15234,2023-03-21 02:25:59 (546),1,696,696,3160,319992,0
15235,2023-03-21 02:26:00 (546),1,696,696,3160,310272,0
15236,2023-03-21 02:26:01 (546),1,696,696,3160,300816,0
15237,2023-03-21 02:26:02 (546),1,696,696,3160,291096,0
15238,2023-03-21 02:26:03 (547),1,696,696,3512,281640,0
15239,2023-03-21 02:26:04 (547),1,696,696,3512,272496,0
15240,2023-03-21 02:26:05 (546),1,696,696,3160,275160,0
15241,2023-03-21 02:26:06 (546),1,696,696,3160,265704,0
15242,2023-03-21 02:26:07 (546),1,696,696,3160,255984,0
15243,2023-03-21 02:26:08 (546),1,696,696,3160,246264,0
15244,2023-03-21 02:26:09 (544),1,696,696,3512,236808,0
15245,2023-03-21 02:26:10 (546),1,696,696,3160,227088,0
15246,2023-03-21 02:26:11 (546),1,696,696,3512,217632,0
15247,2023-03-21 02:26:12 (546),1,696,696,3160,207912,0
15248,2023-03-21 02:26:13 (546),1,696,696,3160,198192,0
15249,2023-03-21 02:26:14 (546),1,696,696,3160,185496,0
15250,2023-03-21 02:26:15 (547),1,696,696,3160,163080,0
15251,2023-03-21 02:26:16 (546),1,696,696,3160,179016,0
15252,2023-03-21 02:26:17 (546),1,696,696,3512,169296,0
15253,2023-03-21 02:26:18 (546),1,696,696,3712,481680,0
15254,2023-03-21 02:26:19 (546),1,696,696,3512,150120,0
15255,2023-03-21 02:26:20 (546),1,696,696,3160,143640,0
15256,2023-03-21 02:26:21 (546),1,696,696,3512,153360,0
15257,2023-03-21 02:26:22 (546),1,696,696,3160,163080,0
15258,2023-03-21 02:26:23 (546),1,0,0,552,173112,0
15259,2023-03-21 02:26:24 (546),1,696,696,2608,179016,0
15260,2023-03-21 02:26:25 (546),1,696,696,3160,198192,0
15261,2023-03-21 02:26:26 (546),1,696,696,3512,211152,0
15262,2023-03-21 02:26:27 (546),1,696,696,3512,223848,0
15263,2023-03-21 02:26:28 (546),1,696,696,3160,236808,0
15264,2023-03-21 02:26:29 (545),1,696,696,3160,236808,0
15265,2023-03-21 02:26:30 (546),1,696,696,3160,249504,0
15266,2023-03-21 02:26:31 (546),1,696,696,3512,262464,0
15267,2023-03-21 02:26:32 (546),1,696,696,3512,278400,0
15268,2023-03-21 02:26:33 (546),1,696,696,3160,275160,0
15269,2023-03-21 02:26:34 (546),1,696,696,3512,288696,0
15270,2023-03-21 02:26:35 (546),1,696,696,3512,297576,0
15271,2023-03-21 02:26:36 (546),1,696,696,3512,326472,0
15272,2023-03-21 02:26:37 (546),1,696,696,3160,443376,0
15273,2023-03-21 02:26:38 (546),1,696,696,3512,326472,0
15274,2023-03-21 02:26:39 (546),1,696,696,3512,336192,0
15275,2023-03-21 02:26:40 (546),1,696,696,3512,342984,0
15276,2023-03-21 02:26:41 (546),1,696,696,3160,332952,0
15277,2023-03-21 02:26:42 (547),1,696,696,3160,329712,0
15278,2023-03-21 02:26:43 (546),1,696,696,3160,307296,0
15279,2023-03-21 02:26:44 (546),1,696,696,3512,307560,0
15280,2023-03-21 02:26:45 (546),1,696,696,3512,310608,0
15281,2023-03-21 02:26:46 (546),1,696,696,3160,316752,0
15282,2023-03-21 02:26:47 (546),1,696,696,3160,307560,0
15283,2023-03-21 02:26:48 (546),1,696,696,3512,307872,0
15284,2023-03-21 02:26:49 (546),1,0,0,552,329448,0
15285,2023-03-21 02:26:50 (547),1,696,696,3160,333216,0
15286,2023-03-21 02:26:51 (546),1,696,696,3512,335928,0
15287,2023-03-21 02:26:52 (546),1,696,696,3160,333216,0
15288,2023-03-21 02:26:53 (546),1,696,696,3160,333216,0
15289,2023-03-21 02:26:54 (547),1,696,696,3160,488472,0
15290,2023-03-21 02:26:55 (546),1,696,696,3512,336768,0
15291,2023-03-21 02:26:56 (546),1,696,696,3512,320256,0
15292,2023-03-21 02:26:57 (546),1,696,696,3160,320256,0
15293,2023-03-21 02:26:58 (547),1,696,696,3512,310536,0
15294,2023-03-21 02:26:59 (546),1,696,696,3160,320256,0
15295,2023-03-21 02:27:00 (546),1,696,696,3512,323232,0
15296,2023-03-21 02:27:01 (546),1,696,696,3512,323232,0
15297,2023-03-21 02:27:02 (546),1,696,696,3512,310272,0
15298,2023-03-21 02:27:03 (546),1,696,696,3512,374544,0
15299,2023-03-21 02:27:04 (546),1,696,696,3512,333528,0
15300,2023-03-21 02:27:05 (546),1,696,696,3160,319992,0
15301,2023-03-21 02:27:06 (546),1,696,696,2608,326472,0
15302,2023-03-21 02:27:07 (546),1,696,696,3512,336192,0
15303,2023-03-21 02:27:08 (526),1,696,696,3512,335928,0
15304,2023-03-21 02:27:09 (546),1,696,696,3512,313776,0
15305,2023-03-21 02:27:10 (546),1,696,696,3512,310272,0
15306,2023-03-21 02:27:11 (546),1,696,696,3512,310272,0
15307,2023-03-21 02:27:12 (546),1,696,696,3512,310536,0
15308,2023-03-21 02:27:13 (546),1,696,696,3512,310272,0
15309,2023-03-21 02:27:14 (547),1,696,696,3512,304056,0
15310,2023-03-21 02:27:15 (546),1,0,0,552,301392,0
15311,2023-03-21 02:27:16 (546),1,696,696,3512,310272,0
15312,2023-03-21 02:27:17 (546),1,696,696,3512,300816,0
15313,2023-03-21 02:27:18 (547),1,696,696,3160,291096,0
15314,2023-03-21 02:27:19 (547),1,696,696,3160,281640,0
15315,2023-03-21 02:27:20 (546),1,696,696,3160,271920,0
15316,2023-03-21 02:27:21 (547),1,696,696,3512,262200,0
15317,2023-03-21 02:27:22 (545),1,696,696,3720,268104,0
15318,2023-03-21 02:27:23 (546),1,696,696,3160,243024,0
15319,2023-03-21 02:27:24 (546),1,696,696,3512,233304,0
15320,2023-03-21 02:27:25 (546),1,696,696,3512,223848,0
15321,2023-03-21 02:27:26 (547),1,696,696,3160,214128,0
15322,2023-03-21 02:27:27 (546),1,696,696,3512,204672,0
15323,2023-03-21 02:27:28 (546),1,696,696,3512,191712,0
15324,2023-03-21 02:27:29 (546),1,696,696,3160,181992,0
15325,2023-03-21 02:27:30 (546),1,696,696,3512,173112,0
15326,2023-03-21 02:27:31 (546),1,696,696,3160,166056,0
15327,2023-03-21 02:27:32 (546),1,696,696,3512,169296,0
15328,2023-03-21 02:27:33 (547),1,696,696,3160,175776,0
15329,2023-03-21 02:27:34 (546),1,696,696,3160,188472,0
15330,2023-03-21 02:27:35 (546),1,696,696,3512,185496,0
15331,2023-03-21 02:27:36 (546),1,696,696,3512,179016,0
15332,2023-03-21 02:27:37 (546),1,696,696,3512,188472,0
15333,2023-03-21 02:27:38 (547),1,696,696,3160,204672,0
15334,2023-03-21 02:27:39 (546),1,696,696,3512,214128,0
15335,2023-03-21 02:27:40 (547),1,696,696,3160,217368,0
15336,2023-03-21 02:27:41 (546),1,0,0,552,227664,0
15337,2023-03-21 02:27:42 (546),1,696,696,3512,243024,0
15338,2023-03-21 02:27:43 (546),1,696,696,3512,252816,0
15339,2023-03-21 02:27:44 (546),1,696,696,3512,246264,0
15340,2023-03-21 02:27:45 (546),1,696,696,3512,262200,0
15341,2023-03-21 02:27:46 (546),1,696,696,3160,271920,0
15342,2023-03-21 02:27:47 (546),1,696,696,2608,291096,0
15343,2023-03-21 02:27:48 (546),1,696,696,3512,313512,0
15344,2023-03-21 02:27:49 (547),1,696,696,3512,310272,0
15345,2023-03-21 02:27:50 (544),1,696,696,3160,323232,0
15346,2023-03-21 02:27:51 (547),1,696,696,3160,339168,0
15347,2023-03-21 02:27:52 (546),1,696,696,3160,332952,0
15348,2023-03-21 02:27:53 (546),1,696,696,3160,332952,0
15349,2023-03-21 02:27:54 (546),1,696,696,3512,355944,0
15350,2023-03-21 02:27:55 (546),1,696,696,3512,361848,0
15351,2023-03-21 02:27:56 (546),1,696,696,3512,342984,0
15352,2023-03-21 02:27:57 (546),1,696,696,3160,333216,0
15353,2023-03-21 02:27:58 (547),1,696,696,3512,333216,0
